t,repeatability,bigint_repeatability,contributionS,thisS
713,489303872,489303872 (e0),178103841905299968 (e0),55060104059893740540 (e0)
714,487443403,487443403 (e0),178173176394552625 (e0),55238277236288293165 (e0)
715,485587656,485587656 (e0),178240628568024576 (e0),55416517864856317741 (e0)
716,483736625,483736625 (e0),178306196989501125 (e0),55594824061845818866 (e0)
717,481890304,481890304 (e0),178369880262934528 (e0),55773193942108753394 (e0)
718,480048687,480048687 (e0),178431677032468833 (e0),55951625619141222227 (e0)
719,478211768,478211768 (e0),178491585982464000 (e0),56130117205123686227 (e0)
720,476379541,476379541 (e0),178549605837519301 (e0),56308666810961205528 (e0)
721,474552000,474552000 (e0),178605735362496000 (e0),56487272546323701528 (e0)
722,472729139,472729139 (e0),178659973362539313 (e0),56665932519686240841 (e0)
723,470910952,470910952 (e0),178712318683099648 (e0),56844644838369340489 (e0)
724,469097433,469097433 (e0),178762770209953125 (e0),57023407608579293614 (e0)
725,467288576,467288576 (e0),178811326869221376 (e0),57202218935448514990 (e0)
726,465484375,465484375 (e0),178857987627390625 (e0),57381076923075905615 (e0)
727,463684824,463684824 (e0),178902751491330048 (e0),57559979674567235663 (e0)
728,461889917,461889917 (e0),178945617508309413 (e0),57738925292075545076 (e0)
729,460099648,460099648 (e0),178986584766016000 (e0),57917911876841561076 (e0)
730,458314011,458314011 (e0),179025652392570801 (e0),58096937529234131877 (e0)
731,456533000,456533000 (e0),179062819556544000 (e0),58276000348790675877 (e0)
732,454756609,454756609 (e0),179098085466969733 (e0),58455098434257645610 (e0)
733,452984832,452984832 (e0),179131449373360128 (e0),58634229883631005738 (e0)
734,451217663,451217663 (e0),179162910565718625 (e0),58813392794196724363 (e0)
735,449455096,449455096 (e0),179192468374552576 (e0),58992585262571276939 (e0)
736,447697125,447697125 (e0),179220122170885125 (e0),59171805384742162064 (e0)
737,445943744,445943744 (e0),179245871366266368 (e0),59351051256108428432 (e0)
738,444194947,444194947 (e0),179269715412783793 (e0),59530320971521212225 (e0)
739,442450728,442450728 (e0),179291653803072000 (e0),59709612625324284225 (e0)
740,440711081,440711081 (e0),179311686070321701 (e0),59888924311394605926 (e0)
741,438976000,438976000 (e0),179329811788288000 (e0),60068254123182893926 (e0)
742,437245479,437245479 (e0),179346030571297953 (e0),60247600153754191879 (e0)
743,435519512,435519512 (e0),179360342074257408 (e0),60426960495828449287 (e0)
744,433798093,433798093 (e0),179372745992657125 (e0),60606333241821106412 (e0)
745,432081216,432081216 (e0),179383242062578176 (e0),60785716483883684588 (e0)
746,430368875,430368875 (e0),179391830060696625 (e0),60965108313944381213 (e0)
747,428661064,428661064 (e0),179398509804287488 (e0),61144506823748668701 (e0)
748,426957777,426957777 (e0),179403281151227973 (e0),61323910104899896674 (e0)
749,425259008,425259008 (e0),179406144000000000 (e0),61503316248899896674 (e0)
750,423564751,423564751 (e0),179407098289692001 (e0),61682723347189588675 (e0)
751,421875000,421875000 (e0),179406144000000000 (e0),61862129491189588675 (e0)
752,420189749,420189749 (e0),179403281151227973 (e0),62041532772340816648 (e0)
753,418508992,418508992 (e0),179398509804287488 (e0),62220931282145104136 (e0)
754,416832723,416832723 (e0),179391830060696625 (e0),62400323112205800761 (e0)
755,415160936,415160936 (e0),179383242062578176 (e0),62579706354268378937 (e0)
756,413493625,413493625 (e0),179372745992657125 (e0),62759079100261036062 (e0)
757,411830784,411830784 (e0),179360342074257408 (e0),62938439442335293470 (e0)
758,410172407,410172407 (e0),179346030571297953 (e0),63117785472906591423 (e0)
759,408518488,408518488 (e0),179329811788288000 (e0),63297115284694879423 (e0)
760,406869021,406869021 (e0),179311686070321701 (e0),63476426970765201124 (e0)
761,405224000,405224000 (e0),179291653803072000 (e0),63655718624568273124 (e0)
762,403583419,403583419 (e0),179269715412783793 (e0),63834988339981056917 (e0)
763,401947272,401947272 (e0),179245871366266368 (e0),64014234211347323285 (e0)
764,400315553,400315553 (e0),179220122170885125 (e0),64193454333518208410 (e0)
765,398688256,398688256 (e0),179192468374552576 (e0),64372646801892760986 (e0)
766,397065375,397065375 (e0),179162910565718625 (e0),64551809712458479611 (e0)
767,395446904,395446904 (e0),179131449373360128 (e0),64730941161831839739 (e0)
768,393832837,393832837 (e0),179098085466969733 (e0),64910039247298809472 (e0)
769,392223168,392223168 (e0),179062819556544000 (e0),65089102066855353472 (e0)
770,390617891,390617891 (e0),179025652392570801 (e0),65268127719247924273 (e0)
771,389017000,389017000 (e0),178986584766016000 (e0),65447114304013940273 (e0)
772,387420489,387420489 (e0),178945617508309413 (e0),65626059921522249686 (e0)
773,385828352,385828352 (e0),178902751491330048 (e0),65804962673013579734 (e0)
774,384240583,384240583 (e0),178857987627390625 (e0),65983820660640970359 (e0)
775,382657176,382657176 (e0),178811326869221376 (e0),66162631987510191735 (e0)
776,381078125,381078125 (e0),178762770209953125 (e0),66341394757720144860 (e0)
777,379503424,379503424 (e0),178712318683099648 (e0),66520107076403244508 (e0)
778,377933067,377933067 (e0),178659973362539313 (e0),66698767049765783821 (e0)
779,376367048,376367048 (e0),178605735362496000 (e0),66877372785128279821 (e0)
780,374805361,374805361 (e0),178549605837519301 (e0),67055922390965799122 (e0)
781,373248000,373248000 (e0),178491585982464000 (e0),67234413976948263122 (e0)
782,371694959,371694959 (e0),178431677032468833 (e0),67412845653980731955 (e0)
783,370146232,370146232 (e0),178369880262934528 (e0),67591215534243666483 (e0)
784,368601813,368601813 (e0),178306196989501125 (e0),67769521731233167608 (e0)
785,367061696,367061696 (e0),178240628568024576 (e0),67947762359801192184 (e0)
786,365525875,365525875 (e0),178173176394552625 (e0),68125935536195744809 (e0)
787,363994344,363994344 (e0),178103841905299968 (e0),68304039378101044777 (e0)
788,362467097,362467097 (e0),178032626576622693 (e0),68482072004677667470 (e0)
789,360944128,360944128 (e0),177959531924992000 (e0),68660031536602659470 (e0)
790,359425431,359425431 (e0),177884559506967201 (e0),68837916096109626671 (e0)
791,357911000,357911000 (e0),177807710919168000 (e0),69015723807028794671 (e0)
792,356400829,356400829 (e0),177728987798246053 (e0),69193452794827040724 (e0)
793,354894912,354894912 (e0),177648391820855808 (e0),69371101186647896532 (e0)
794,353393243,353393243 (e0),177565924703624625 (e0),69548667111351521157 (e0)
795,351895816,351895816 (e0),177481588203122176 (e0),69726148699554643333 (e0)
796,350402625,350402625 (e0),177395384115829125 (e0),69903544083670472458 (e0)
797,348913664,348913664 (e0),177307314278105088 (e0),70080851397948577546 (e0)
798,347428927,347428927 (e0),177217380566155873 (e0),70258068778514733419 (e0)
799,345948408,345948408 (e0),177125584896000000 (e0),70435194363410733419 (e0)
800,344472101,344472101 (e0),177031929223434501 (e0),70612226292634167920 (e0)
801,343000000,343000000 (e0),176936415544000000 (e0),70789162708178167920 (e0)
802,341532099,341532099 (e0),176839045892945073 (e0),70966001754071112993 (e0)
803,340068392,340068392 (e0),176739822345189888 (e0),71142741576416302881 (e0)
804,338608873,338608873 (e0),176638747015289125 (e0),71319380323431592006 (e0)
805,337153536,337153536 (e0),176535822057394176 (e0),71495916145488986182 (e0)
806,335702375,335702375 (e0),176431049665214625 (e0),71672347195154200807 (e0)
807,334255384,334255384 (e0),176324432071979008 (e0),71848671627226179815 (e0)
808,332812557,332812557 (e0),176215971550394853 (e0),72024887598776574668 (e0)
809,331373888,331373888 (e0),176105670412608000 (e0),72200993269189182668 (e0)
810,329939371,329939371 (e0),175993531010161201 (e0),72376986800199343869 (e0)
811,328509000,328509000 (e0),175879555733952000 (e0),72552866355933295869 (e0)
812,327082769,327082769 (e0),175763747014189893 (e0),72728630102947485762 (e0)
813,325660672,325660672 (e0),175646107320352768 (e0),72904276210267838530 (e0)
814,324242703,324242703 (e0),175526639161142625 (e0),73079802849428981155 (e0)
815,322828856,322828856 (e0),175405345084440576 (e0),73255208194513421731 (e0)
816,321419125,321419125 (e0),175282227677261125 (e0),73430490422190682856 (e0)
817,320013504,320013504 (e0),175157289565705728 (e0),73605647711756388584 (e0)
818,318611987,318611987 (e0),175030533414915633 (e0),73780678245171304217 (e0)
819,317214568,317214568 (e0),174901961929024000 (e0),73955580207100328217 (e0)
820,315821241,315821241 (e0),174771577851107301 (e0),74130351784951435518 (e0)
821,314432000,314432000 (e0),174639383963136000 (e0),74304991168914571518 (e0)
822,313046839,313046839 (e0),174505383085924513 (e0),74479496552000496031 (e0)
823,311665752,311665752 (e0),174369578079080448 (e0),74653866130079576479 (e0)
824,310288733,310288733 (e0),174231971840953125 (e0),74828098101920529604 (e0)
825,308915776,308915776 (e0),174092567308581376 (e0),75002190669229110980 (e0)
826,307546875,307546875 (e0),173951367457640625 (e0),75176142036686751605 (e0)
827,306182024,306182024 (e0),173808375302389248 (e0),75349950411989140853 (e0)
828,304821217,304821217 (e0),173663593895614213 (e0),75523614005884755066 (e0)
829,303464448,303464448 (e0),173517026328576000 (e0),75697131032213331066 (e0)
830,302111711,302111711 (e0),173368675730952801 (e0),75870499707944283867 (e0)
831,300763000,300763000 (e0),173218545270784000 (e0),76043718253215067867 (e0)
832,299418309,299418309 (e0),173066638154412933 (e0),76216784891369480800 (e0)
833,298077632,298077632 (e0),172912957626428928 (e0),76389697848995909728 (e0)
834,296740963,296740963 (e0),172757506969608625 (e0),76562455355965518353 (e0)
835,295408296,295408296 (e0),172600289504856576 (e0),76735055645470374929 (e0)
836,294079625,294079625 (e0),172441308591145125 (e0),76907496954061520054 (e0)
837,292754944,292754944 (e0),172280567625453568 (e0),77079777521686973622 (e0)
838,291434247,291434247 (e0),172118070042706593 (e0),77251895591729680215 (e0)
839,290117528,290117528 (e0),171953819315712000 (e0),77423849411045392215 (e0)
840,288804781,288804781 (e0),171787818955097701 (e0),77595637230000489916 (e0)
841,287496000,287496000 (e0),171620072509248000 (e0),77767257302509737916 (e0)
842,286191179,286191179 (e0),171450583564239153 (e0),77938707886073977069 (e0)
843,284890312,284890312 (e0),171279355743774208 (e0),78109987241817751277 (e0)
844,283593393,283593393 (e0),171106392709117125 (e0),78281093634526868402 (e0)
845,282300416,282300416 (e0),170931698159026176 (e0),78452025332685894578 (e0)
846,281011375,281011375 (e0),170755275829686625 (e0),78622780608515581203 (e0)
847,279726264,279726264 (e0),170577129494642688 (e0),78793357738010223891 (e0)
848,278445077,278445077 (e0),170397262964728773 (e0),78963755000974952664 (e0)
849,277167808,277167808 (e0),170215680088000000 (e0),79133970681062952664 (e0)
850,275894451,275894451 (e0),170032384749662001 (e0),79304003065812614665 (e0)
851,274625000,274625000 (e0),169847380872000000 (e0),79473850446684614665 (e0)
852,273359449,273359449 (e0),169660672414307173 (e0),79643511119098921838 (e0)
853,272097792,272097792 (e0),169472263372812288 (e0),79812983382471734126 (e0)
854,270840023,270840023 (e0),169282157780606625 (e0),79982265540252340751 (e0)
855,269586136,269586136 (e0),169090359707570176 (e0),80151355899959910927 (e0)
856,268336125,268336125 (e0),168896873260297125 (e0),80320252773220208052 (e0)
857,267089984,267089984 (e0),168701702582020608 (e0),80488954475802228660 (e0)
858,265847707,265847707 (e0),168504851852536753 (e0),80657459327654765413 (e0)
859,264609288,264609288 (e0),168306325288128000 (e0),80825765652942893413 (e0)
860,263374721,263374721 (e0),168106127141485701 (e0),80993871780084379114 (e0)
861,262144000,262144000 (e0),167904261701632000 (e0),81161776041786011114 (e0)
862,260917119,260917119 (e0),167700733293840993 (e0),81329476775079852107 (e0)
863,259694072,259694072 (e0),167495546279559168 (e0),81496972321359411275 (e0)
864,258474853,258474853 (e0),167288705056325125 (e0),81664261026415736400 (e0)
865,257259456,257259456 (e0),167080214057688576 (e0),81831341240473424976 (e0)
866,256047875,256047875 (e0),166870077753128625 (e0),81998211318226553601 (e0)
867,254840104,254840104 (e0),166658300647971328 (e0),82164869618874524929 (e0)
868,253636137,253636137 (e0),166444887283306533 (e0),82331314506157831462 (e0)
869,252435968,252435968 (e0),166229842235904000 (e0),82497544348393735462 (e0)
870,251239591,251239591 (e0),166013170118128801 (e0),82663557518511864263 (e0)
871,250047000,250047000 (e0),165794875577856000 (e0),82829352394089720263 (e0)
872,248858189,248858189 (e0),165574963298384613 (e0),82994927357388104876 (e0)
873,247673152,247673152 (e0),165353437998350848 (e0),83160280795386455724 (e0)
874,246491883,246491883 (e0),165130304431640625 (e0),83325411099818096349 (e0)
875,245314376,245314376 (e0),164905567387301376 (e0),83490316667205397725 (e0)
876,244140625,244140625 (e0),164679231689453125 (e0),83654995898894850850 (e0)
877,242970624,242970624 (e0),164451302197198848 (e0),83819447201092049698 (e0)
878,241804367,241804367 (e0),164221783804534113 (e0),83983668984896583811 (e0)
879,240641848,240641848 (e0),163990681440256000 (e0),84147659666336839811 (e0)
880,239483061,239483061 (e0),163758000067871301 (e0),84311417666404711112 (e0)
881,238328000,238328000 (e0),163523744685504000 (e0),84474941411090215112 (e0)
882,237176659,237176659 (e0),163287920325802033 (e0),84638229331416017145 (e0)
883,236029032,236029032 (e0),163050532055843328 (e0),84801279863471860473 (e0)
884,234885113,234885113 (e0),162811584977041125 (e0),84964091448448901598 (e0)
885,233744896,233744896 (e0),162571084225048576 (e0),85126662532673950174 (e0)
886,232608375,232608375 (e0),162329034969662625 (e0),85288991567643612799 (e0)
887,231475544,231475544 (e0),162085442414727168 (e0),85451077010058339967 (e0)
888,230346397,230346397 (e0),161840311798035493 (e0),85612917321856375460 (e0)
889,229220928,229220928 (e0),161593648391232000 (e0),85774510970247607460 (e0)
890,228099131,228099131 (e0),161345457499713201 (e0),85935856427747320661 (e0)
891,226981000,226981000 (e0),161095744462528000 (e0),86096952172209848661 (e0)
892,225866529,225866529 (e0),160844514652277253 (e0),86257796686862125914 (e0)
893,224755712,224755712 (e0),160591773475012608 (e0),86418388460337138522 (e0)
894,223648543,223648543 (e0),160337526370134625 (e0),86578725986707273147 (e0)
895,222545016,222545016 (e0),160081778810290176 (e0),86738807765517563323 (e0)
896,221445125,221445125 (e0),159824536301269125 (e0),86898632301818832448 (e0)
897,220348864,220348864 (e0),159565804381900288 (e0),87058198106200732736 (e0)
898,219256227,219256227 (e0),159305588623946673 (e0),87217503694824679409 (e0)
899,218167208,218167208 (e0),159043894632000000 (e0),87376547589456679409 (e0)
900,217081801,217081801 (e0),158780728043374501 (e0),87535328317500053910 (e0)
901,216000000,216000000 (e0),158516094528000000 (e0),87693844412028053910 (e0)
902,214921799,214921799 (e0),158249999788314273 (e0),87852094411816368183 (e0)
903,213847192,213847192 (e0),157982449559154688 (e0),88010076861375522871 (e0)
904,212776173,212776173 (e0),157713449607649125 (e0),88167790310983171996 (e0)
905,211708736,211708736 (e0),157443005733106176 (e0),88325233316716278172 (e0)
906,210644875,210644875 (e0),157171123766904625 (e0),88482404440483182797 (e0)
907,209584584,209584584 (e0),156897809572382208 (e0),88639302250055565005 (e0)
908,208527857,208527857 (e0),156623069044723653 (e0),88795925319100288658 (e0)
909,207474688,207474688 (e0),156346908110848000 (e0),88952272227211136658 (e0)
910,206425071,206425071 (e0),156069332729295201 (e0),89108341559940431859 (e0)
911,205379000,205379000 (e0),155790348890112000 (e0),89264131908830543859 (e0)
912,204336469,204336469 (e0),155509962614737093 (e0),89419641871445280952 (e0)
913,203297472,203297472 (e0),155228179955885568 (e0),89574870051401166520 (e0)
914,202262003,202262003 (e0),154945006997432625 (e0),89729815058398599145 (e0)
915,201230056,201230056 (e0),154660449854296576 (e0),89884475508252895721 (e0)
916,200201625,200201625 (e0),154374514672321125 (e0),90038850022925216846 (e0)
917,199176704,199176704 (e0),154087207628156928 (e0),90192937230553373774 (e0)
918,198155287,198155287 (e0),153798534929142433 (e0),90346735765482516207 (e0)
919,197137368,197137368 (e0),153508502813184000 (e0),90500244268295700207 (e0)
920,196122941,196122941 (e0),153217117548635301 (e0),90653461385844335508 (e0)
921,195112000,195112000 (e0),152924385434176000 (e0),90806385771278511508 (e0)
922,194104539,194104539 (e0),152630312798689713 (e0),90959016084077201221 (e0)
923,193100552,193100552 (e0),152334906001141248 (e0),91111350990078342469 (e0)
924,192100033,192100033 (e0),152038171430453125 (e0),91263389161508795594 (e0)
925,191102976,191102976 (e0),151740115505381376 (e0),91415129277014176970 (e0)
926,190109375,190109375 (e0),151440744674390625 (e0),91566570021688567595 (e0)
927,189119224,189119224 (e0),151140065415528448 (e0),91717710087104096043 (e0)
928,188132517,188132517 (e0),150838084236299013 (e0),91868548171340395056 (e0)
929,187149248,187149248 (e0),150534807673536000 (e0),92019082979013931056 (e0)
930,186169411,186169411 (e0),150230242293274801 (e0),92169313221307205857 (e0)
931,185193000,185193000 (e0),149924394690624000 (e0),92319237615997829857 (e0)
932,184220009,184220009 (e0),149617271489636133 (e0),92468854887487465990 (e0)
933,183250432,183250432 (e0),149308879343177728 (e0),92618163766830643718 (e0)
934,182284263,182284263 (e0),148999224932798625 (e0),92767162991763442343 (e0)
935,181321496,181321496 (e0),148688314968600576 (e0),92915851306732042919 (e0)
936,180362125,180362125 (e0),148376156189105125 (e0),93064227462921148044 (e0)
937,179406144,179406144 (e0),148062755361120768 (e0),93212290218282268812 (e0)
938,178453547,178453547 (e0),147748119279609393 (e0),93360038337561878205 (e0)
939,177504328,177504328 (e0),147432254767552000 (e0),93507470592329430205 (e0)
940,176558481,176558481 (e0),147115168675813701 (e0),93654585761005243906 (e0)
941,175616000,175616000 (e0),146796867883008000 (e0),93801382628888251906 (e0)
942,174676879,174676879 (e0),146477359295360353 (e0),93947859988183612259 (e0)
943,173741112,173741112 (e0),146156649846571008 (e0),94094016638030183267 (e0)
944,172808693,172808693 (e0),145834746497677125 (e0),94239851384527860392 (e0)
945,171879616,171879616 (e0),145511656236914176 (e0),94385363040764774568 (e0)
946,170953875,170953875 (e0),145187386079576625 (e0),94530550426844351193 (e0)
947,170031464,170031464 (e0),144861943067877888 (e0),94675412369912229081 (e0)
948,169112377,169112377 (e0),144535334270809573 (e0),94819947704183038654 (e0)
949,168196608,168196608 (e0),144207566784000000 (e0),94964155270967038654 (e0)
950,167284151,167284151 (e0),143878647729572001 (e0),95108033918696610655 (e0)
951,166375000,166375000 (e0),143548584256000000 (e0),95251582502952610655 (e0)
952,165469149,165469149 (e0),143217383537966373 (e0),95394799886490577028 (e0)
953,164566592,164566592 (e0),142885052776217088 (e0),95537684939266794116 (e0)
954,163667323,163667323 (e0),142551599197416625 (e0),95680236538464210741 (e0)
955,162771336,162771336 (e0),142217030054002176 (e0),95822453568518212917 (e0)
956,161878625,161878625 (e0),141881352624037125 (e0),95964334921142250042 (e0)
957,160989184,160989184 (e0),141544574211063808 (e0),96105879495353313850 (e0)
958,160103007,160103007 (e0),141206702143955553 (e0),96247086197497269403 (e0)
959,159220088,159220088 (e0),140867743776768000 (e0),96387953941274037403 (e0)
960,158340421,158340421 (e0),140527706488589701 (e0),96528481647762627104 (e0)
961,157464000,157464000 (e0),140186597683392000 (e0),96668668245446019104 (e0)
962,156590819,156590819 (e0),139844424789878193 (e0),96808512670235897297 (e0)
963,155720872,155720872 (e0),139501195261331968 (e0),96948013865497229265 (e0)
964,154854153,154854153 (e0),139156916575465125 (e0),97087170782072694390 (e0)
965,153990656,153990656 (e0),138811596234264576 (e0),97225982378306958966 (e0)
966,153130375,153130375 (e0),138465241763838625 (e0),97364447620070797591 (e0)
967,152273304,152273304 (e0),138117860714262528 (e0),97502565480785060119 (e0)
968,151419437,151419437 (e0),137769460659423333 (e0),97640334941444483452 (e0)
969,150568768,150568768 (e0),137420049196864000 (e0),97777754990641347452 (e0)
970,149721291,149721291 (e0),137069633947626801 (e0),97914824624588974253 (e0)
971,148877000,148877000 (e0),136718222556096000 (e0),98051542847145070253 (e0)
972,148035889,148035889 (e0),136365822689839813 (e0),98187908669834910066 (e0)
973,147197952,147197952 (e0),136012442039451648 (e0),98323921111874361714 (e0)
974,146363183,146363183 (e0),135658088318390625 (e0),98459579200192752339 (e0)
975,145531576,145531576 (e0),135302769262821376 (e0),98594881969455573715 (e0)
976,144703125,144703125 (e0),134946492631453125 (e0),98729828462087026840 (e0)
977,143877824,143877824 (e0),134589266205378048 (e0),98864417728292404888 (e0)
978,143055667,143055667 (e0),134231097787908913 (e0),98998648826080313801 (e0)
979,142236648,142236648 (e0),133871995204416000 (e0),99132520821284729801 (e0)
980,141420761,141420761 (e0),133511966302163301 (e0),99266032787586893102 (e0)
981,140608000,140608000 (e0),133151018950144000 (e0),99399183806537037102 (e0)
982,139798359,139798359 (e0),132789161038915233 (e0),99531972967575952335 (e0)
983,138991832,138991832 (e0),132426400480432128 (e0),99664399368056384463 (e0)
984,138188413,138188413 (e0),132062745207881125 (e0),99796462113264265588 (e0)
985,137388096,137388096 (e0),131698203175512576 (e0),99928160316439778164 (e0)
986,136590875,136590875 (e0),131332782358472625 (e0),100059493098798250789 (e0)
987,135796744,135796744 (e0),130966490752634368 (e0),100190459589550885157 (e0)
988,135005697,135005697 (e0),130599336374428293 (e0),100321058925925313450 (e0)
989,134217728,134217728 (e0),130231327260672000 (e0),100451290253185985450 (e0)
990,133432831,133432831 (e0),129862471468399201 (e0),100581152724654384651 (e0)
991,132651000,132651000 (e0),129492777074688000 (e0),100710645501729072651 (e0)
992,131872229,131872229 (e0),129122252176488453 (e0),100839767753905561104 (e0)
993,131096512,131096512 (e0),128750904890449408 (e0),100968518658796010512 (e0)
994,130323843,130323843 (e0),128378743352744625 (e0),101096897402148755137 (e0)
995,129554216,129554216 (e0),128005775718898176 (e0),101224903177867653313 (e0)
996,128787625,128787625 (e0),127632010163609125 (e0),101352535188031262438 (e0)
997,128024064,128024064 (e0),127257454880575488 (e0),101479792642911837926 (e0)
998,127263527,127263527 (e0),126882118082317473 (e0),101606674760994155399 (e0)
999,126506008,126506008 (e0),126506008000000000 (e0),101733180768994155399 (e0)
1000,125751501,125751501 (e0),126129132883254501 (e0),101859309901877409900 (e0)
1001,125000000,125000000 (e0),125751501000000000 (e0),101985061402877409900 (e0)
1002,124251499,124251499 (e0),125373120636263473 (e0),102110434523513673373 (e0)
1003,123505992,123505992 (e0),124994000095999488 (e0),102235428523609672861 (e0)
1004,122763473,122763473 (e0),124614147700909125 (e0),102360042671310581986 (e0)
1005,122023936,122023936 (e0),124233571790258176 (e0),102484276243100840162 (e0)
1006,121287375,121287375 (e0),123852280720694625 (e0),102608128523821534787 (e0)
1007,120553784,120553784 (e0),123470282866065408 (e0),102731598806687600195 (e0)
1008,119823157,119823157 (e0),123087586617232453 (e0),102854686393304832648 (e0)
1009,119095488,119095488 (e0),122704200381888000 (e0),102977390593686720648 (e0)
1010,118370771,118370771 (e0),122320132584369201 (e0),103099710726271089849 (e0)
1011,117649000,117649000 (e0),121935391665472000 (e0),103221646117936561849 (e0)
1012,116930169,116930169 (e0),121549986082264293 (e0),103343196104018826142 (e0)
1013,116214272,116214272 (e0),121163924307898368 (e0),103464360028326724510 (e0)
1014,115501303,115501303 (e0),120777214831422625 (e0),103585137243158147135 (e0)
1015,114791256,114791256 (e0),120389866157592576 (e0),103705527109315739711 (e0)
1016,114084125,114084125 (e0),120001886806681125 (e0),103825528996122420836 (e0)
1017,113379904,113379904 (e0),119613285314288128 (e0),103945142281436708964 (e0)
1018,112678587,112678587 (e0),119224070231149233 (e0),104064366351667858197 (e0)
1019,111980168,111980168 (e0),118834250122944000 (e0),104183200601790802197 (e0)
1020,111284641,111284641 (e0),118443833570103301 (e0),104301644435360905498 (e0)
1021,110592000,110592000 (e0),118052829167616000 (e0),104419697264528521498 (e0)
1022,109902239,109902239 (e0),117661245524834913 (e0),104537358510053356411 (e0)
1023,109215352,109215352 (e0),117269091265282048 (e0),104654627601318638459 (e0)
1024,108531333,108531333 (e0),116876375026453125 (e0),104771503976345091584 (e0)
1025,107850176,107850176 (e0),116483105459621376 (e0),104887987081804712960 (e0)
1026,107171875,107171875 (e0),116089291229640625 (e0),105004076373034353585 (e0)
1027,106496424,106496424 (e0),115694941014747648 (e0),105119771314049101233 (e0)
1028,105823817,105823817 (e0),115300063506363813 (e0),105235071377555465046 (e0)
1029,105154048,105154048 (e0),114904667408896000 (e0),105349976044964361046 (e0)
1030,104487111,104487111 (e0),114508761439536801 (e0),105464484806403897847 (e0)
1031,103823000,103823000 (e0),114112354328064000 (e0),105578597160731961847 (e0)
1032,103161709,103161709 (e0),113715454816639333 (e0),105692312615548601180 (e0)
1033,102503232,102503232 (e0),113318071659606528 (e0),105805630687208207708 (e0)
1034,101847563,101847563 (e0),112920213623288625 (e0),105918550900831496333 (e0)
1035,101194696,101194696 (e0),112521889485784576 (e0),106031072790317280909 (e0)
1036,100544625,100544625 (e0),112123108036765125 (e0),106143195898354046034 (e0)
1037,99897344,99897344 (e0),111723878077267968 (e0),106254919776431314002 (e0)
1038,99252847,99252847 (e0),111324208419492193 (e0),106366243984850806195 (e0)
1039,98611128,98611128 (e0),110924107886592000 (e0),106477168092737398195 (e0)
1040,97972181,97972181 (e0),110523585312469701 (e0),106587691678049867896 (e0)
1041,97336000,97336000 (e0),110122649541568000 (e0),106697814327591435896 (e0)
1042,96702579,96702579 (e0),109721309428661553 (e0),106807535637020097449 (e0)
1043,96071912,96071912 (e0),109319573838647808 (e0),106916855210858745257 (e0)
1044,95443993,95443993 (e0),108917451646337125 (e0),107025772662505082382 (e0)
1045,94818816,94818816 (e0),108514951736242176 (e0),107134287614241324558 (e0)
1046,94196375,94196375 (e0),108112083002366625 (e0),107242399697243691183 (e0)
1047,93576664,93576664 (e0),107708854347993088 (e0),107350108551591684271 (e0)
1048,92959677,92959677 (e0),107305274685470373 (e0),107457413826277154644 (e0)
1049,92345408,92345408 (e0),106901352936000000 (e0),107564315179213154644 (e0)
1050,91733851,91733851 (e0),106497098029422001 (e0),107670812277242576645 (e0)
1051,91125000,91125000 (e0),106092518904000000 (e0),107776904796146576645 (e0)
1052,90518849,90518849 (e0),105687624506205573 (e0),107882592420652782218 (e0)
1053,89915392,89915392 (e0),105282423790501888 (e0),107987874844443284106 (e0)
1054,89314623,89314623 (e0),104876925719126625 (e0),108092751770162410731 (e0)
1055,88716536,88716536 (e0),104471139261874176 (e0),108197222909424284907 (e0)
1056,88121125,88121125 (e0),104065073395877125 (e0),108301287982820162032 (e0)
1057,87528384,87528384 (e0),103658737105387008 (e0),108404946719925549040 (e0)
1058,86938307,86938307 (e0),103252139381554353 (e0),108508198859307103393 (e0)
1059,86350888,86350888 (e0),102845289222208000 (e0),108611044148529311393 (e0)
1060,85766121,85766121 (e0),102438195631633701 (e0),108713482344160945094 (e0)
1061,85184000,85184000 (e0),102030867620352000 (e0),108815513211781297094 (e0)
1062,84604519,84604519 (e0),101623314204895393 (e0),108917136525986192487 (e0)
1063,84027672,84027672 (e0),101215544407584768 (e0),109018352070393777255 (e0)
1064,83453453,83453453 (e0),100807567256305125 (e0),109119159637650082380 (e0)
1065,82881856,82881856 (e0),100399391784280576 (e0),109219559029434362956 (e0)
1066,82312875,82312875 (e0),99991027029848625 (e0),109319550056464211581 (e0)
1067,81746504,81746504 (e0),99582482036233728 (e0),109419132538500445309 (e0)
1068,81182737,81182737 (e0),99173765851320133 (e0),109518306304351765442 (e0)
1069,80621568,80621568 (e0),98764887527424000 (e0),109617071191879189442 (e0)
1070,80062991,80062991 (e0),98355856121064801 (e0),109715427048000254243 (e0)
1071,79507000,79507000 (e0),97946680692736000 (e0),109813373728692990243 (e0)
1072,78953589,78953589 (e0),97537370306675013 (e0),109910911098999665256 (e0)
1073,78402752,78402752 (e0),97127934030632448 (e0),110008039033030297704 (e0)
1074,77854483,77854483 (e0),96718380935640625 (e0),110104757413965938329 (e0)
1075,77308776,77308776 (e0),96308720095781376 (e0),110201066134061719705 (e0)
1076,76765625,76765625 (e0),95898960587953125 (e0),110296965094649672830 (e0)
1077,76225024,76225024 (e0),95489111491637248 (e0),110392454206141310078 (e0)
